text,label,attack_type,series,tier,psych_principles,source
Jumia: Your order #NG-2025-44821 has been shipped! Expected delivery: 15 July 2025. Track at jumia.com.ng/track. Questions? Call 07000-600-000.,0,None,Ecommerce,Legit,,template_legit
JAMB: Your 2025 UTME result is available. Login at jamb.gov.ng with your registration number. Result checking is FREE — do not pay any agent. Dial 09-0900-8100 for help.,0,None,HardNegative_Govt,Legit,,template_legit
"A call from someone claiming to be 'Officer Musa from NAFDAC (National Agency for Food and Drug Administration)': 'your pharmacy purchases have been linked to a drug diversion scheme. To be excluded from the criminal list, provide your NIN and bank account for clearance. Reply STOP to opt out or proceed now.",1,Vishing,Government & Identity,Sentinel,Criminal Record Fear + Authority Impersonation,seag_augmented
"MTN: Your 3,500MB data bundle is active and expires 22 June 2025. Dial *131# to check balance or buy more data.",0,None,Telecom,Legit,,template_legit
"OPay: You have sent ₦120,000 to 08012345678. Your new balance is ₦87,320.50. If not you, call 01-8880000 immediately.",0,None,Banking,Legit,,template_legit
"SMS: 'Stanbic IBTC: Your account ending **7400 has received a ₦300000 credit from an unknown sender. If you did not authorise this, click to dispute: stanbicibtc-dispute.com/ref938467'",1,Smishing,Banking & Finance,Sentinel,Greed + False Urgency,seag_csv
CBN: NIN-BVN linkage is required for all bank accounts. Visit your bank branch or use your bank's official USSD code. This service is completely FREE of charge.,0,None,HardNegative_Govt,Legit,,template_legit
"[AUTOMATED MESSAGE] You receive an email from 'security@stanbicibtc-alert.com' addressed to Healthcare Workers: 'Your Stanbic IBTC account has been restricted after a ₦120,000 transfer attempt to an account in Lagos was flagged. Verify identity at stanbicibtc-secure-ng.com within 36 hours to restore access.'",1,Phishing,Banking & Finance,Defender,Fear + False Legitimacy,seag_augmented
[AUTOMATED MESSAGE] SMS: 'LASG Ministry of Health: All healthcare workers must complete the 2025 mandatory training at lagoshealthtraining.com within 7 days to maintain your practising status.',1,Smishing,Healthcare & Medical,Defender,Professional Compliance + Credential Harvest,seag_augmented
First Bank: Your BVN linkage has been completed successfully. No further action required. Contact 0700-34357-282 with questions.,0,None,Banking,Legit,,template_legit
Glo: This is a reminder that your NIN-SIM linkage deadline is 22 June 2025. Visit any Glo office or dial *109# to verify. This service is FREE.,0,None,HardNegative_Telecom,Legit,,template_legit
"9mobile: Your monthly ₦45,000 data plan renews on 15 July 2025. You have 45,000MB remaining. To cancel auto-renewal, dial *244*0#.",0,None,Telecom,Legit,,template_legit
"You receive an email from 'security@stanbicibtc-alert.com' addressed to Healthcare Workers: 'Your Stanbic IBTC account has been restricted after a ₦120,000 transfer attempt to an account in Lagos was flagged. Verify identity at stanbicibtc-secure-ng.com within 36 hours to restore access.' Reply STOP to opt out or proceed now.",1,Phishing,Banking & Finance,Defender,Fear + False Legitimacy,seag_augmented
"Team meeting rescheduled to Thursday 2pm in the boardroom. Agenda: Q4 planning, budget review, HR updates. Please confirm attendance.",0,None,Work,Legit,,template_legit
"Airtel: Your recharge of ₦45,000 was successful. Your bonus 200MB data is now active. Valid for 30 days.",0,None,Telecom,Legit,,template_legit
JAMB: Your 2025 UTME result is available. Login at jamb.gov.ng with your registration number. Result checking is FREE — do not pay any agent. Dial 09-0900-8100 for help.,0,None,HardNegative_Govt,Legit,,template_legit
"SMS: 'Your Konga order #KGA-62406 has been returned to our warehouse. To redeliver, confirm your address and pay ₦2,500 redelivery fee at konga-redeliver.com within 24hrs.'",1,Smishing,E-commerce & Shopping,Sentinel,False Delivery + Small Fee Trust,seag_csv
SMS: 'NAFDAC WARNING: A batch of medication you may have purchased (Amoxicillin 250mg) has been recalled due to contamination. Report your purchase at nafdac-recall.com for a refund and medical advice.' Do not ignore this message.,1,Smishing,Banking & Finance,Novice,Health Fear + Civic Duty,seag_augmented
First Bank: Your BVN linkage has been completed successfully. No further action required. Contact 0700-34357-282 with questions.,0,None,Banking,Legit,,template_legit
"NYSC: Dear Corps Member, your CDS attendance for June has been recorded. Next meeting is Thursday 24 July. Log in to portal.nysc.org.ng for your PPA details.",0,None,HardNegative_Govt,Legit,,template_legit
"ACTION REQUIRED — You encounter a popup advertisement on a shopping website labelled 'CLICK HERE — YOU ARE TODAY'S LUCKY VISITOR! CLAIM ₦50,000 GIFT CARD' in a e-commerce website.",1,Baiting,E-commerce & Shopping,Sentinel,Greed + Browser-Based Social Engineering,seag_augmented
"Kuda Bank: Your transfer of ₦45,000 to John Adeyemi (Access Bank) was successful. Transaction ID: PAY-2025-0034521.",0,None,Banking,Legit,,template_legit
"GTBank ALERT: Debit of ₦45,000 on your account ending 4521 at GTBank ATM Lekki on 15 July 2025. Balance: ₦87,320.50. Not you? Call 0700-482-6726 — the number on the back of your card.",0,None,HardNegative_Banking,Legit,,template_legit
"SMS: 'First Bank: Your account ending **3077 has received a ₦200000 credit from an unknown sender. If you did not authorise this, click to dispute: firstbank-dispute.com/ref275465'",1,Smishing,Banking & Finance,Novice,Greed + False Urgency,seag_csv
"OPay: You have sent ₦8,750 to 07098765432. Your new balance is ₦12,445.00. If not you, call 01-8880000 immediately.",0,None,Banking,Legit,,template_legit
"Call: 'This is Airtel VIP customer retention team. Due to your loyal patronage, you've been upgraded to our Premium Plan with 50GB data free. I just need to verify your account — what is the 4-digit PIN you use for Airtel self-care?'",1,Vishing,Telecom & Mobile,Sentinel,Flattery + Self-Care Credential,seag_csv
"Konga: Payment confirmed for order #KG-881234 (₦8,750). Your item ships within 2 business days. Thank you for shopping with Konga.",0,None,Ecommerce,Legit,,template_legit
Your Fidelity Bank account has been flagged for unusual login activity from Warri. Confirm your identity within 72 hours at fidelitybank-security-verify.com.,1,Phishing,Banking & Finance,Sentinel,Fear + False Familiarity,seag_csv
University of Lagos: Your acceptance letter for Computer Science is ready. Visit the admissions office with your JAMB score of 287 and two passport photos.,0,None,Education,Legit,,template_legit
First Bank: Your BVN linkage has been completed successfully. No further action required. Contact 0700-34357-282 with questions.,0,None,Banking,Legit,,template_legit
"SMS from 'Glo-NG-REWARD': 'You have won ₦750,000 in the Glo Customer Loyalty Draw. Your PIN is ACTIVATED. Click the link below to act now.",1,Smishing,Banking & Finance,Novice,Greed + Urgency + False Legitimacy,seag_augmented
"Dear Valued Customer, SMS: 'LASG Ministry of Health: All healthcare workers must complete the 2025 mandatory training at lagoshealthtraining.com within 7 days to maintain your practising status.'",1,Smishing,Healthcare & Medical,Sentinel,Professional Compliance + Credential Harvest,seag_augmented
"NYSC: Dear Corps Member, your CDS attendance for June has been recorded. Next meeting is 3 August 2025. Log in to portal.nysc.org.ng for your PPA details.",0,None,HardNegative_Govt,Legit,,template_legit
Your First Bank debit card has been blocked after 7 failed PIN attempts from Port Harcourt. Unblock at firstbank-card-unblock.ng. Do not ignore this message.,1,Phishing,Banking & Finance,Defender,Urgency + Fear,seag_augmented
"OPay: Security alert — your OPay account was accessed from a new device on 15 July 2025. If this was not you, change your PIN in the app immediately. Ref: ACC-TXN-88721.",0,None,HardNegative_Banking,Legit,,template_legit
"IMPORTANT NOTICE: Call: 'I'm from the Pharmacy Council of Nigeria. Your pharmacist registration shows an outstanding annual renewal fee of ₦18,000. If unpaid before our batch deadline today, your registration is automatically suspended. Pay to account number 0265155001 now.'",1,Vishing,Healthcare & Medical,Defender,Professional Licence Fear,seag_augmented
Someone posing as a via student WhatsApp group (University course lecturer) contacts you and asks students to send their student ID and portal login credentials to a personal email address for 'grading system migration purposes'. Failure to comply will result in restrictions.,1,Pretexting,Education & Academia,Sentinel,Academic Compliance + Authority,seag_augmented
"IMPORTANT NOTICE: Call: 'Hello, this is the NYSC orientation camp coordinator in your posting state. We have accommodation for you but need to confirm your NIN and phone number for the final list. Also, a ₦12,000 bedspace reservation fee must be paid to this account before 5pm today or your space will be given to the next person.'",1,Vishing,Education & Academia,Novice,Institutional Anxiety + Urgency + Advance Fee Fraud,seag_augmented
ACTION REQUIRED — Someone posing as a selling a product (Facebook Marketplace seller) contacts you and asks you to 'verify payment' by sharing your bank app OTP with them to 'confirm your account is real and prevent scammers'.,1,Pretexting,Social Media & Digital,Defender,Marketplace Trust + False Security Narrative,seag_augmented
"Konga: Payment confirmed for order #NG-2025-44821 (₦15,000). Your item ships within 2 business days. Thank you for shopping with Konga.",0,None,Ecommerce,Legit,,template_legit
"Your GTBank account ending 2291 has been credited with ₦45,000 on 15 July 2025. Your available balance is ₦12,445.00. If you did not initiate this, call 0700-482-6726.",0,None,Banking,Legit,,template_legit
"First Bank ALERT: Your BVN has been successfully linked. No further action required. If you did not authorise this, visit firstbanknigeria.com or call 0700-34357-282.",0,None,HardNegative_Banking,Legit,,template_legit
"WhatsApp: 'Congratulations! Your TikTok video has 1 million views milestone. Claim your ₦150,000 TikTok Creator Fund payment by verifying at tiktok-creators-ng.com with your TikTok login.'",1,Smishing,Social Media & Digital,Defender,Creator Aspiration + False Milestone,seag_csv
Your Instagram verification code is 991023. Do not share this with anyone. Instagram will never ask for this code.,0,None,Social,Legit,,template_legit
University of Lagos: Your acceptance letter for Engineering is ready. Visit the admissions office with your JAMB score of 312 and two passport photos.,0,None,Education,Legit,,template_legit
"SMS: 'FIRS TAX ALERT: Your TIN TIN-80293907 has outstanding tax liabilities of ₦₦100,000. Pay immediately at firs-tax-payment.com to avoid prosecution and asset seizure.'",1,Smishing,Banking & Finance,Defender,Fear of Legal Prosecution + Authority,seag_csv
"Email from 'support@MTN-business.com': 'Your MTN postpaid corporate account bill of ₦40,000 is overdue. Pay now at mtn-billings.com or your lines will be barred.'",1,Phishing,Telecom & Mobile,Defender,Fear of Service Disruption,seag_csv
"Dear Valued Customer, Email: 'Instagram Security: Your account @health_advocate has been reported for intellectual property violation. Appeal within 24 hours at instagram-appeal-ng.com or your account will be permanently disabled.'",1,Phishing,Social Media & Digital,Novice,Fear of Social Loss + Platform Impersonation,seag_augmented
"Zenith Bank: Suspicious login attempt on your account at 3 August 2025. If not you, secure your account via the Zenith Mobile App NOW. Do NOT share your OTP with anyone.",0,None,HardNegative_Banking,Legit,,template_legit
SMS: 'NAFDAC WARNING: A batch of medication you may have purchased (Amoxicillin 250mg) has been recalled due to contamination. Report your purchase at nafdac-recall.com for a refund and medical advice.' Do not ignore this message.,1,Smishing,Banking & Finance,Defender,Health Fear + Civic Duty,seag_augmented
"SMS from 'AirtelALERTS': 'Your line 0804775877 has been selected for a network upgrade. To avoid service disruption, verify your SIM details at airtel-sim-verify.com within 2 hours.' Reply STOP to opt out or proceed now.",1,Smishing,Banking & Finance,Defender,Technical Credibility + SIM Swap Risk,seag_augmented
"[AUTOMATED MESSAGE] SMS: 'WAEC NOTICE: Due to a system upgrade, your WASSCE result scratch card has been invalidated. Purchase a new card at waec-result-ng.com for ₦3,500. Old cards expire in 24hrs.'",1,Smishing,Education & Academia,Defender,Educational Anxiety + Urgency + Advance Fee Fraud,seag_augmented
Your Fidelity Bank account has been flagged for unusual login activity from Port Harcourt. Confirm your identity within 12 hours at fidelitybank-security-verify.com. Do not ignore this message.,1,Phishing,Banking & Finance,Sentinel,Fear + False Familiarity,seag_augmented
"ACTION REQUIRED — Call: 'I'm from the Pharmacy Council of Nigeria. Your pharmacist registration shows an outstanding annual renewal fee of ₦18,000. If unpaid before our batch deadline today, your registration is automatically suspended. Pay to account number 0590990056 now.'",1,Vishing,Healthcare & Medical,Sentinel,Professional Licence Fear,seag_augmented
Your UBA debit card has been blocked after 7 failed PIN attempts from Ibadan. Unblock at uba-card-unblock.ng.,1,Phishing,Banking & Finance,Novice,Urgency + Fear,seag_csv
"You encounter a popup advertisement on a shopping website labelled 'CLICK HERE — YOU ARE TODAY'S LUCKY VISITOR! CLAIM ₦50,000 GIFT CARD' in a e-commerce website.",1,Baiting,E-commerce & Shopping,Sentinel,Greed + Browser-Based Social Engineering,seag_csv
"You receive an email from 'security@accessbank-alert.com' addressed to IT Professionals: 'Your Access Bank account has been restricted after a ₦85,000 transfer attempt to an account in Port Harcourt was flagged. Verify identity at accessbank-secure-ng.com within 24 hours to restore access.'",1,Phishing,Banking & Finance,Novice,Fear + False Legitimacy,seag_csv
"GTBank ALERT: Debit of ₦15,000 on your account ending 7743 at GTBank ATM Lekki on Thursday 24 July. Balance: ₦302,000.00. Not you? Call 0700-482-6726 — the number on the back of your card.",0,None,HardNegative_Banking,Legit,,template_legit
"Zenith Bank: Suspicious login attempt on your account at Thursday 24 July. If not you, secure your account via the Zenith Mobile App NOW. Do NOT share your OTP with anyone.",0,None,HardNegative_Banking,Legit,,template_legit
"NYSC: Dear Corps Member, your CDS attendance for June has been recorded. Next meeting is 15 July 2025. Log in to portal.nysc.org.ng for your PPA details.",0,None,HardNegative_Govt,Legit,,template_legit
"ACCESS BANK: Your account was credited ₦3,500 on 22 June 2025. If you did not initiate this transfer, call 01-2802500 immediately. We will NEVER ask for your PIN or OTP.",0,None,HardNegative_Banking,Legit,,template_legit
"Call at 10pm: 'Doctor, this is Dr. Ola Bello, CMAC at LUTH. Reply STOP to opt out or proceed now.",1,Vishing,Healthcare & Medical,Sentinel,Duty of Care + Manufactured Emergency + Night-time Vulnerability,seag_augmented
"Through email, someone claiming to be from a childhood school alumni committee contacts you and says is launching a reunion platform and needs your full name, date of birth, and NIN for member verification",1,Pretexting,Corporate & Professional,Defender,Nostalgia + False Legitimacy + Pretexting,seag_csv
"Email from 'support@Airtel-business.com': 'Your Airtel postpaid corporate account bill of ₦250,000 is overdue. Pay now at airtel-billings.com or your lines will be barred.' Click the link below to act now.",1,Phishing,Telecom & Mobile,Sentinel,Fear of Service Disruption,seag_augmented
University of Lagos: Your acceptance letter for Law is ready. Visit the admissions office with your JAMB score of 254 and two passport photos.,0,None,Education,Legit,,template_legit
"You receive an email from 'security@stanbicibtc-alert.com' addressed to Students: 'Your Stanbic IBTC account has been restricted after a ₦350,000 transfer attempt to an account in Lagos was flagged. Verify identity at stanbicibtc-secure-ng.com within 36 hours to restore access.'",1,Phishing,Banking & Finance,Defender,Fear + False Legitimacy,seag_csv
CBN: NIN-BVN linkage is required for all bank accounts. Visit your bank branch or use your bank's official USSD code. This service is completely FREE of charge.,0,None,HardNegative_Govt,Legit,,template_legit
"Call: 'This is Airtel VIP customer retention team. Due to your loyal patronage, you've been upgraded to our Premium Plan with 50GB data free. I just need to verify your account — what is the 4-digit PIN you use for Airtel self-care?'",1,Vishing,Telecom & Mobile,Novice,Flattery + Self-Care Credential,seag_csv
Glo: This is a reminder that your NIN-SIM linkage deadline is Thursday 24 July. Visit any Glo office or dial *109# to verify. This service is FREE.,0,None,HardNegative_Telecom,Legit,,template_legit
UBA: We've detected unusual activity on your account. Log in to the UBA Mobile App to review. Do NOT click any links sent to you — we never send login links via SMS.,0,None,HardNegative_Banking,Legit,,template_legit
JAMB: Your 2025 UTME result is available. Login at jamb.gov.ng with your registration number. Result checking is FREE — do not pay any agent. Dial 09-0900-8100 for help.,0,None,HardNegative_Govt,Legit,,template_legit
IMPORTANT NOTICE: Email: 'Instagram Security: Your account @health_advocate has been reported for intellectual property violation. Appeal within 24 hours at instagram-appeal-ng.com or your account will be permanently disabled.',1,Phishing,Social Media & Digital,Defender,Fear of Social Loss + Platform Impersonation,seag_augmented
"Call: 'I'm from the Pharmacy Council of Nigeria. Your pharmacist registration shows an outstanding annual renewal fee of ₦18,000. If unpaid before our batch deadline today, your registration is automatically suspended. Pay to account number 0454599758 now.'",1,Vishing,Healthcare & Medical,Novice,Professional Licence Fear,seag_csv
Your UBA debit card has been blocked after 5 failed PIN attempts from Abuja. Unblock at uba-card-unblock.ng. Failure to comply will result in restrictions.,1,Phishing,Banking & Finance,Novice,Urgency + Fear,seag_augmented
"A call: 'Good day, I am Officer Chidi from the FIRS. your tax records show outstanding liabilities. Click the link below to act now.",1,Vishing,Government & Identity,Defender,Fear + Fear of Legal Prosecution + Authority Impersonation,seag_augmented
Hi! Just wanted to say the meeting went well. Let's catch up tomorrow to discuss the next steps. Let me know if you're free after 3pm.,0,None,Social,Legit,,template_legit
"You encounter a popup advertisement on a shopping website labelled 'CLICK HERE — YOU ARE TODAY'S LUCKY VISITOR! CLAIM ₦50,000 GIFT CARD' in a e-commerce website.",1,Baiting,E-commerce & Shopping,Novice,Greed + Browser-Based Social Engineering,seag_csv
FINAL NOTICE: Your Stanbic IBTC account will be closed in 72 hours due to incomplete KYC. Update records at stanbicibtc-kyc-ng.com. Click the link below to act now.,1,Phishing,Banking & Finance,Defender,Regulatory Fear + Urgency,seag_augmented
FINAL NOTICE: Your Ecobank account will be closed in 72 hours due to incomplete KYC. Update records at ecobank-kyc-ng.com. Do not ignore this message.,1,Phishing,Banking & Finance,Defender,Regulatory Fear + Urgency,seag_augmented
"NYSC: Dear Corps Member, your CDS attendance for August has been recorded. Next CDS is Thursday 24 July at your designated PPA.",0,None,Government,Legit,,template_legit
JAMB: Your UTME result slip is available. Log in to jamb.gov.ng with your registration number 04193827HK to download. Results are free.,0,None,Government,Legit,,template_legit
Your Instagram verification code is 991023. Do not share this with anyone. Instagram will never ask for this code.,0,None,Social,Legit,,template_legit
"SECURITY ALERT: You encounter a popup advertisement on a shopping website labelled 'CLICK HERE — YOU ARE TODAY'S LUCKY VISITOR! CLAIM ₦50,000 GIFT CARD' in a e-commerce website.",1,Baiting,E-commerce & Shopping,Defender,Greed + Browser-Based Social Engineering,seag_augmented
"UBA: Your salary of ₦15,000 has been credited to your account ending 8832. Log in to UBA Mobile App to manage your finances.",0,None,Banking,Legit,,template_legit
"Zenith Bank: Your scheduled standing order of ₦120,000 to Chukwuemeka Obi has been processed successfully. Ref: ACC-TXN-88721.",0,None,Banking,Legit,,template_legit
"A verified-looking Twitter/X account with 50,000 followers DMs you: 'We are running a social media ambassador programme. We'll pay ₦30,000/week for posting our content. Do not ignore this message.",1,Pretexting,Social Media & Digital,Sentinel,Greed + Social Proof + Identity Harvest,seag_augmented
"SMS from '9mobile-NG-REWARD': 'You have won ₦45,000 in the 9mobile Customer Loyalty Draw. Your PIN is ACTIVATED. Click the link below to act now.",1,Smishing,Banking & Finance,Defender,Greed + Urgency + False Legitimacy,seag_augmented
NIMC: Your NIN enrolment is complete. NIN: XXXX-XXXX-3345. Visit any NIMC centre with a valid ID if you need a physical card.,0,None,Government,Legit,,template_legit
First Bank: Your BVN linkage has been completed successfully. No further action required. Contact 0700-34357-282 with questions.,0,None,Banking,Legit,,template_legit
SMS: 'NAFDAC WARNING: A batch of medication you may have purchased (Vitamin C tablets) has been recalled due to contamination. Report your purchase at nafdac-recall.com for a refund and medical advice.',1,Smishing,Banking & Finance,Defender,Health Fear + Civic Duty,seag_csv
"UBA: Your salary of ₦3,500 has been credited to your account ending 4521. Log in to UBA Mobile App to manage your finances.",0,None,Banking,Legit,,template_legit
"Hi Halima, the Q3 report is ready for your review. I have shared it to your Google Drive. Please comment before COB Friday.",0,None,Work,Legit,,template_legit
"Call: 'This is 9mobile VIP customer retention team. Due to your loyal patronage, you've been upgraded to our Premium Plan with 50GB data free. I just need to verify your account — what is the 4-digit PIN you use for 9mobile self-care?'",1,Vishing,Telecom & Mobile,Novice,Flattery + Self-Care Credential,seag_csv
Hi! Just wanted to say the meeting went well. Let's catch up tomorrow to discuss the next steps. Let me know if you're free after 3pm.,0,None,Social,Legit,,template_legit
"UBA: Your salary of ₦8,750 has been credited to your account ending 2291. Log in to UBA Mobile App to manage your finances.",0,None,Banking,Legit,,template_legit
"IMPORTANT NOTICE: SMS from 'MTN-NG-REWARD': 'You have won ₦200,000 in the MTN Customer Loyalty Draw. Your PIN is ACTIVATED. Claim at mtn-loyalty-claim.com within 60 minutes before expiry. Reference: 42492'.",1,Smishing,Banking & Finance,Novice,Greed + Urgency + False Legitimacy,seag_augmented
"A call: 'Good day, I am Officer Ibrahim from the CBN. your bank account is linked to suspected money laundering. All funds will be frozen unless you transfer to a CBN holding account. This is extremely time-sensitive. Provide your BVN and bank details to begin the clearance process immediately.'",1,Vishing,Government & Identity,Defender,Fear + Fear of Asset Seizure + Authority Impersonation,seag_csv
"SMS from 'MTNALERTS': 'Your line 0808446859 has been selected for a network upgrade. To avoid service disruption, verify your SIM details at mtn-sim-verify.com within 2 hours.' Do not ignore this message.",1,Smishing,Banking & Finance,Novice,Technical Credibility + SIM Swap Risk,seag_augmented
"Dear Valued Customer, Your Fidelity Bank debit card has been blocked after 3 failed PIN attempts from Abuja. Unblock at fidelitybank-card-unblock.ng.",1,Phishing,Banking & Finance,Sentinel,Urgency + Fear,seag_augmented
"Your GTBank account ending 4521 has been credited with ₦120,000 on 3 August 2025. Your available balance is ₦302,000.00. If you did not initiate this, call 0700-482-6726.",0,None,Banking,Legit,,template_legit
"Dear Valued Customer, A call from someone claiming to be 'Officer Seun from NDIC (Nigeria Deposit Insurance Corporation)': 'your bank is under emergency liquidation review and your deposits may be at risk. To pre-register for deposit insurance payout, provide your account details and NIN now. This must be resolved within the hour or formal charges will be filed.'",1,Vishing,Government & Identity,Novice,Financial Loss Fear + Authority Impersonation,seag_augmented
"OPay: You have sent ₦250,000 to 07098765432. Your new balance is ₦55,890.75. If not you, call 01-8880000 immediately.",0,None,Banking,Legit,,template_legit
You find a SD card in the government ministry reception. It is labelled 'MINISTER BRIEFING NOTES — STRICTLY CONFIDENTIAL'. Reply STOP to opt out or proceed now.,1,Baiting,Physical Security,Sentinel,Career Interest + Curiosity + Physical Attack Vector,seag_augmented
UBA: We've detected unusual activity on your account. Log in to the UBA Mobile App to review. Do NOT click any links sent to you — we never send login links via SMS.,0,None,HardNegative_Banking,Legit,,template_legit
"Call: 'This is Glo VIP customer retention team. Due to your loyal patronage, you've been upgraded to our Premium Plan with 50GB data free. I just need to verify your account — what is the 4-digit PIN you use for Glo self-care?'",1,Vishing,Telecom & Mobile,Defender,Flattery + Self-Care Credential,seag_csv
IMPORTANT NOTICE: Your ministry email receives: 'IPPIS URGENT: Salary batch processing error detected on your profile. Log in to correct your account details at ippis-update.gov-ng.com before Friday payroll run. Failure means withheld salary.',1,Phishing,Government & Identity,Novice,Fear of Salary Loss + Authority,seag_augmented
"SECURITY ALERT: SMS: 'Airtel: Port your number to our new network architecture. To complete the migration, reply with your 6-digit porting PIN and NIN. Migration is free — valid for 24 hours only.'",1,Smishing,Telecom & Mobile,Sentinel,SIM Swap + OTP Theft,seag_augmented
"Dear Valued Customer, Call: 'I'm from the Pharmacy Council of Nigeria. Your pharmacist registration shows an outstanding annual renewal fee of ₦18,000. If unpaid before our batch deadline today, your registration is automatically suspended. Pay to account number 0344345777 now.'",1,Vishing,Healthcare & Medical,Novice,Professional Licence Fear,seag_augmented
"SECURITY ALERT: SMS: 'Glo: Port your number to our new network architecture. To complete the migration, reply with your 6-digit porting PIN and NIN. Migration is free — valid for 24 hours only.'",1,Smishing,Telecom & Mobile,Defender,SIM Swap + OTP Theft,seag_augmented
"Call: 'This is Airtel VIP customer retention team. Due to your loyal patronage, you've been upgraded to our Premium Plan with 50GB data free. I just need to verify your account — what is the 4-digit PIN you use for Airtel self-care?'",1,Vishing,Telecom & Mobile,Defender,Flattery + Self-Care Credential,seag_csv
"A person in scrubs approaches at your hospital's staff entrance: 'Hi, I'm locum from Medicaid HMO. My e-tag isn't working and the IT desk is on break. Can I tailgate in with you? I have patients to see.'",1,Pretexting,Healthcare & Medical,Defender,Compassion + Tailgating,seag_csv
You find a portable hard drive in the church/mosque entrance. It is labelled 'DONATION RECORDS — BOARD MEMBERS ONLY'. No one around claims to own it.,1,Baiting,Physical Security,Novice,Curiosity + Community Trust + Physical Attack Vector,seag_csv
"Dear Valued Customer, You receive an email from 'security@polarisbank-alert.com' addressed to Students: 'Your Polaris Bank account has been restricted after a ₦2,500,000 transfer attempt to an account in Onitsha was flagged. Verify identity at polarisbank-secure-ng.com within 24 hours to restore access.'",1,Phishing,Banking & Finance,Novice,Fear + False Legitimacy,seag_augmented
"You receive an email from 'security@firstbank-alert.com' addressed to Students: 'Your First Bank account has been restricted after a ₦2,500,000 transfer attempt to an account in Lagos was flagged. Verify identity at firstbank-secure-ng.com within 36 hours to restore access.' Do not ignore this message.",1,Phishing,Banking & Finance,Defender,Fear + False Legitimacy,seag_augmented
LinkedIn: Halima has accepted your connection request. You now have 512 connections. View their profile to start building your network.,0,None,Social,Legit,,template_legit
"9mobile: Your monthly ₦8,750 data plan renews on 3 August 2025. You have 8,750MB remaining. To cancel auto-renewal, dial *244*0#.",0,None,Telecom,Legit,,template_legit
"SECURITY ALERT: SMS: 'FIRS TAX ALERT: Your TIN TIN-14710077 has outstanding tax liabilities of ₦₦100,000. Pay immediately at firs-tax-payment.com to avoid prosecution and asset seizure.'",1,Smishing,Banking & Finance,Sentinel,Fear of Legal Prosecution + Authority,seag_augmented
CBN: NIN-BVN linkage is required for all bank accounts. Visit your bank branch or use your bank's official USSD code. This service is completely FREE of charge.,0,None,HardNegative_Govt,Legit,,template_legit
"Airtel: Your 250,000MB data expires 22 June 2025. Dial *140# to check balance. To stop auto-renewal, dial *141*0#. Airtel will never ask for your PIN via SMS.",0,None,HardNegative_Telecom,Legit,,template_legit
"UBA: Your salary of ₦3,500 has been credited to your account ending 0017. Log in to UBA Mobile App to manage your finances.",0,None,Banking,Legit,,template_legit
University of Lagos: Your acceptance letter for Medicine is ready. Visit the admissions office with your JAMB score of 254 and two passport photos.,0,None,Education,Legit,,template_legit
[AUTOMATED MESSAGE] You find a portable hard drive in the hospital staff room. It is labelled 'PATIENT MEDICATION ERROR REPORT — INTERNAL AUDIT'. No one around claims to own it.,1,Baiting,Physical Security,Sentinel,Professional Duty + Curiosity + Physical Attack Vector,seag_augmented
You find a USB drive in the government ministry reception. It is labelled 'MINISTER BRIEFING NOTES — STRICTLY CONFIDENTIAL'. Do not ignore this message.,1,Baiting,Physical Security,Defender,Career Interest + Curiosity + Physical Attack Vector,seag_augmented
"Call: 'This is Airtel VIP customer retention team. Due to your loyal patronage, you've been upgraded to our Premium Plan with 50GB data free. Reply STOP to opt out or proceed now.",1,Vishing,Telecom & Mobile,Sentinel,Flattery + Self-Care Credential,seag_augmented
"PiggyVest: Your savings of ₦3,500 has been locked in your Safelock. Target: Thursday 24 July. Keep saving! 🐷",0,None,Banking,Legit,,template_legit
"[AUTOMATED MESSAGE] At a tech conference, you collect branded merchandise including a 'USB conference pack' from an unmarked booth. The pack includes a USB drive labelled 'Conference Slides & Speaker Resources 2025'. Back at the office, you want to review the slides.",1,Baiting,Corporate & Professional,Sentinel,Professional Curiosity + False Conference Legitimacy,seag_augmented
Hi! Just wanted to say the meeting went well. Let's catch up tomorrow to discuss the next steps. Let me know if you're free after 3pm.,0,None,Social,Legit,,template_legit
ACTION REQUIRED — Your Sterling Bank account has been flagged for unusual login activity from Kaduna. Confirm your identity within 72 hours at sterlingbank-security-verify.com.,1,Phishing,Banking & Finance,Sentinel,Fear + False Familiarity,seag_augmented
[AUTOMATED MESSAGE] Your Wema Bank account has been flagged for unusual login activity from Onitsha. Confirm your identity within 48 hours at wemabank-security-verify.com.,1,Phishing,Banking & Finance,Novice,Fear + False Familiarity,seag_augmented
"SMS: 'First Bank: Your account ending **3077 has received a ₦200000 credit from an unknown sender. If you did not authorise this, click to dispute: firstbank-dispute.com/ref275465' Reply STOP to opt out or proceed now.",1,Smishing,Banking & Finance,Novice,Greed + False Urgency,seag_augmented
"Dear Valued Customer, FINAL NOTICE: Your Fidelity Bank account will be closed in 24 hours due to incomplete KYC. Update records at fidelitybank-kyc-ng.com.",1,Phishing,Banking & Finance,Sentinel,Regulatory Fear + Urgency,seag_augmented
"Zenith Bank: Your scheduled standing order of ₦120,000 to Fatima Bello has been processed successfully. Ref: ZB0847291.",0,None,Banking,Legit,,template_legit
"Access Bank: Transaction Alert. Debit of ₦45,000 from your account ending 7743 at GTBank ATM Lekki on 15 July 2025. Balance: ₦55,890.75. Not you? Call 01-2802500.",0,None,Banking,Legit,,template_legit
