ID,Series,Tier,Occupation,Type,Level,Scenario,OptionA,OptionB,OptionC,CorrectAnswer,Hint,Explanation,PsychPrinciple
1160,E-commerce & Shopping,Defender,IT Professional,Baiting,2,"You encounter a popup advertisement on a shopping website labelled 'CLICK HERE — YOU ARE TODAY'S LUCKY VISITOR! CLAIM ₦50,000 GIFT CARD' in a e-commerce website.",Interact with the device/content out of curiosity or helpfulness,Close the popup without clicking and run your browser's malware scanner,Interact briefly to verify it is safe before committing,Close the popup without clicking and run your browser's malware scanner,Browser popup ads claiming you are a 'lucky visitor' are either adware/malware delivery mechanisms or credential-harvesting portals.,"Malvertising (malicious advertising) delivers malware through legitimate-looking browser popups. Clicking the popup can: install adware, redirect your browser, or display a fake prize collection page.",Greed + Browser-Based Social Engineering
1161,E-commerce & Shopping,Sentinel,IT Professional,Baiting,3,"You encounter a popup advertisement on a shopping website labelled 'CLICK HERE — YOU ARE TODAY'S LUCKY VISITOR! CLAIM ₦50,000 GIFT CARD' in a e-commerce website.",Interact with the device/content out of curiosity or helpfulness,Close the popup without clicking and run your browser's malware scanner,Interact briefly to verify it is safe before committing,Close the popup without clicking and run your browser's malware scanner,Browser popup ads claiming you are a 'lucky visitor' are either adware/malware delivery mechanisms or credential-harvesting portals.,"Malvertising (malicious advertising) delivers malware through legitimate-looking browser popups. Clicking the popup can: install adware, redirect your browser, or display a fake prize collection page.",Greed + Browser-Based Social Engineering
1162,E-commerce & Shopping,Novice,Healthcare Worker,Baiting,1,"You encounter a popup advertisement on a shopping website labelled 'CLICK HERE — YOU ARE TODAY'S LUCKY VISITOR! CLAIM ₦50,000 GIFT CARD' in a e-commerce website.",Interact with the device/content out of curiosity or helpfulness,Close the popup without clicking and run your browser's malware scanner,Interact briefly to verify it is safe before committing,Close the popup without clicking and run your browser's malware scanner,Browser popup ads claiming you are a 'lucky visitor' are either adware/malware delivery mechanisms or credential-harvesting portals.,"Malvertising (malicious advertising) delivers malware through legitimate-looking browser popups. Clicking the popup can: install adware, redirect your browser, or display a fake prize collection page.",Greed + Browser-Based Social Engineering
1163,E-commerce & Shopping,Defender,Healthcare Worker,Baiting,2,"You encounter a popup advertisement on a shopping website labelled 'CLICK HERE — YOU ARE TODAY'S LUCKY VISITOR! CLAIM ₦50,000 GIFT CARD' in a e-commerce website.",Interact with the device/content out of curiosity or helpfulness,Close the popup without clicking and run your browser's malware scanner,Interact briefly to verify it is safe before committing,Close the popup without clicking and run your browser's malware scanner,Browser popup ads claiming you are a 'lucky visitor' are either adware/malware delivery mechanisms or credential-harvesting portals.,"Malvertising (malicious advertising) delivers malware through legitimate-looking browser popups. Clicking the popup can: install adware, redirect your browser, or display a fake prize collection page.",Greed + Browser-Based Social Engineering
1164,E-commerce & Shopping,Sentinel,Healthcare Worker,Baiting,3,"You encounter a popup advertisement on a shopping website labelled 'CLICK HERE — YOU ARE TODAY'S LUCKY VISITOR! CLAIM ₦50,000 GIFT CARD' in a e-commerce website.",Interact with the device/content out of curiosity or helpfulness,Close the popup without clicking and run your browser's malware scanner,Interact briefly to verify it is safe before committing,Close the popup without clicking and run your browser's malware scanner,Browser popup ads claiming you are a 'lucky visitor' are either adware/malware delivery mechanisms or credential-harvesting portals.,"Malvertising (malicious advertising) delivers malware through legitimate-looking browser popups. Clicking the popup can: install adware, redirect your browser, or display a fake prize collection page.",Greed + Browser-Based Social Engineering
1165,E-commerce & Shopping,Novice,Government Employee,Baiting,1,"You encounter a popup advertisement on a shopping website labelled 'CLICK HERE — YOU ARE TODAY'S LUCKY VISITOR! CLAIM ₦50,000 GIFT CARD' in a e-commerce website.",Interact with the device/content out of curiosity or helpfulness,Close the popup without clicking and run your browser's malware scanner,Interact briefly to verify it is safe before committing,Close the popup without clicking and run your browser's malware scanner,Browser popup ads claiming you are a 'lucky visitor' are either adware/malware delivery mechanisms or credential-harvesting portals.,"Malvertising (malicious advertising) delivers malware through legitimate-looking browser popups. Clicking the popup can: install adware, redirect your browser, or display a fake prize collection page.",Greed + Browser-Based Social Engineering
1166,E-commerce & Shopping,Defender,Government Employee,Baiting,2,"You encounter a popup advertisement on a shopping website labelled 'CLICK HERE — YOU ARE TODAY'S LUCKY VISITOR! CLAIM ₦50,000 GIFT CARD' in a e-commerce website.",Interact with the device/content out of curiosity or helpfulness,Close the popup without clicking and run your browser's malware scanner,Interact briefly to verify it is safe before committing,Close the popup without clicking and run your browser's malware scanner,Browser popup ads claiming you are a 'lucky visitor' are either adware/malware delivery mechanisms or credential-harvesting portals.,"Malvertising (malicious advertising) delivers malware through legitimate-looking browser popups. Clicking the popup can: install adware, redirect your browser, or display a fake prize collection page.",Greed + Browser-Based Social Engineering
1167,E-commerce & Shopping,Sentinel,Government Employee,Baiting,3,"You encounter a popup advertisement on a shopping website labelled 'CLICK HERE — YOU ARE TODAY'S LUCKY VISITOR! CLAIM ₦50,000 GIFT CARD' in a e-commerce website.",Interact with the device/content out of curiosity or helpfulness,Close the popup without clicking and run your browser's malware scanner,Interact briefly to verify it is safe before committing,Close the popup without clicking and run your browser's malware scanner,Browser popup ads claiming you are a 'lucky visitor' are either adware/malware delivery mechanisms or credential-harvesting portals.,"Malvertising (malicious advertising) delivers malware through legitimate-looking browser popups. Clicking the popup can: install adware, redirect your browser, or display a fake prize collection page.",Greed + Browser-Based Social Engineering
1168,E-commerce & Shopping,Novice,General Public,Baiting,1,"You encounter a popup advertisement on a shopping website labelled 'CLICK HERE — YOU ARE TODAY'S LUCKY VISITOR! CLAIM ₦50,000 GIFT CARD' in a e-commerce website.",Interact with the device/content out of curiosity or helpfulness,Close the popup without clicking and run your browser's malware scanner,Interact briefly to verify it is safe before committing,Close the popup without clicking and run your browser's malware scanner,Browser popup ads claiming you are a 'lucky visitor' are either adware/malware delivery mechanisms or credential-harvesting portals.,"Malvertising (malicious advertising) delivers malware through legitimate-looking browser popups. Clicking the popup can: install adware, redirect your browser, or display a fake prize collection page.",Greed + Browser-Based Social Engineering
1169,E-commerce & Shopping,Defender,General Public,Baiting,2,"You encounter a popup advertisement on a shopping website labelled 'CLICK HERE — YOU ARE TODAY'S LUCKY VISITOR! CLAIM ₦50,000 GIFT CARD' in a e-commerce website.",Interact with the device/content out of curiosity or helpfulness,Close the popup without clicking and run your browser's malware scanner,Interact briefly to verify it is safe before committing,Close the popup without clicking and run your browser's malware scanner,Browser popup ads claiming you are a 'lucky visitor' are either adware/malware delivery mechanisms or credential-harvesting portals.,"Malvertising (malicious advertising) delivers malware through legitimate-looking browser popups. Clicking the popup can: install adware, redirect your browser, or display a fake prize collection page.",Greed + Browser-Based Social Engineering
1170,E-commerce & Shopping,Sentinel,General Public,Baiting,3,"You encounter a popup advertisement on a shopping website labelled 'CLICK HERE — YOU ARE TODAY'S LUCKY VISITOR! CLAIM ₦50,000 GIFT CARD' in a e-commerce website.",Interact with the device/content out of curiosity or helpfulness,Close the popup without clicking and run your browser's malware scanner,Interact briefly to verify it is safe before committing,Close the popup without clicking and run your browser's malware scanner,Browser popup ads claiming you are a 'lucky visitor' are either adware/malware delivery mechanisms or credential-harvesting portals.,"Malvertising (malicious advertising) delivers malware through legitimate-looking browser popups. Clicking the popup can: install adware, redirect your browser, or display a fake prize collection page.",Greed + Browser-Based Social Engineering
1171,Education & Academia,Novice,Student,Phishing,1,Email from 'portal@oauife-students.com': 'IMPORTANT: Your OAU student portal session has expired due to inactivity. Re-activate at oauife-student-portal.com with your matric number and portal password within 24 hours or lose access to your academic records.',Re-activate immediately — losing access to academic records is serious,Go directly to your university's official portal URL (check your offer letter or university website),Reply asking for the correct portal address,Go directly to your university's official portal URL (check your offer letter or university website),University portals have fixed official URLs on your offer letter and official university website. 'oauife-students.com' and 'oauife-student-portal.com' are not OAU's domain (oauife.edu.ng).,"Student portal phishing hits during critical academic periods (exam registration, result checking). The academic records threat creates maximum fear for students. Always use bookmarked or offer-letter-specified portal URLs.",Academic Anxiety + False Urgency
1172,Education & Academia,Defender,Student,Smishing,2,"SMS: 'NECO: Your SSCE certificate is ready for collection. A ₦8,000 logistics fee is required. Pay at neco-certificate.com and upload proof of payment to receive your certificate dispatch date.'",Pay the fee — your NECO certificate is important for your future,Visit neco.gov.ng or call NECO on 0800-CALL-NECO to verify certificate collection processes,"Pay ₦8,000 — it's worth it for your certificate",Visit neco.gov.ng or call NECO on 0800-CALL-NECO to verify certificate collection processes,NECO certificate collection is done through official channels at NECO offices and registered secondary schools. No fees are collected via third-party websites.,"Certificate collection smishing targets school leavers and their families during results season. ₦8,000 is within budget and the certificate is highly valuable, making the ask feel proportionate.",Certificate Desperation + Advance Fee Fraud
1173,Education & Academia,Novice,Student,Vishing,1,"Call: 'Hello, this is the NYSC orientation camp coordinator in your posting state. We have accommodation for you but need to confirm your NIN and phone number for the final list. Also, a ₦12,000 bedspace reservation fee must be paid to this account before 5pm today or your space will be given to the next person.'",Pay and confirm immediately — NYSC accommodation is important,Hang up and call the official NYSC helpline at 09-292-000-1 to verify accommodation processes,"Pay ₦5,000 as a deposit to hold the space while you verify",Hang up and call the official NYSC helpline at 09-292-000-1 to verify accommodation processes,"NYSC orientation camp accommodation is assigned, not reserved for fees. All NYSC official communication goes through the NYSC portal and official call-up letter.",NYSC accommodation scams exploit corps members' anxiety about orientation camp. NYSC has never charged bedspace reservation fees — accommodation is part of the NYSC programme.,Institutional Anxiety + Urgency + Advance Fee Fraud
1174,Education & Academia,Defender,IT Professional,Pretexting,2,"An email claiming to be from a lecturing colleague: 'Hi, I'm presenting at a conference next week on cybersecurity in Nigerian universities. Can you share access to the university's network monitoring dashboard for 30 minutes so I can capture some anonymised screenshots for my presentation slides?'",Grant access temporarily — supporting academic research is positive,Decline and offer to provide officially anonymised screenshots yourself through proper data sharing channels,Grant view-only access under supervision,Decline and offer to provide officially anonymised screenshots yourself through proper data sharing channels,"Network monitoring dashboard access is privileged. 'Temporary' access still creates a complete snapshot of your network topology, active sessions, and security posture. Offer to produce anonymised visuals yourself.","Academic Pretexting targets IT staff using Collegial Trust. Network monitoring data is among the most sensitive IT assets — it reveals network architecture, security tools, and active sessions that enable targeted attacks.",Collegial Trust + Privileged Access Risk
1175,Education & Academia,Defender,Healthcare Worker,Phishing,2,Email to hospital staff: 'WEBINAR INVITATION: Free CPD-accredited webinar on Electronic Medical Records Best Practices. Register at: cmr-healthcare-ng.com/register with your hospital staff email and work password to access the live session.',Register for the free CPD points — continuous professional development is required,Contact the CPD body directly to verify the webinar through official channels,Register but use a simple password for this account only,Contact the CPD body directly to verify the webinar through official channels,"Legitimate CPD webinars use established platforms (Zoom, Microsoft Teams) and never ask for your hospital staff email and work password on a third-party registration site.","Healthcare CPD phishing exploits the mandatory professional development requirement. Your hospital email and work password combination is a premium target — it grants access to patient records, clinical systems, and internal communications.",Professional Obligation + Credential Harvesting
1176,Government & Identity,Novice,Government Employee,Phishing,1,Ministry email: 'IT SECURITY NOTICE: A mandatory Windows security patch must be installed on all ministry computers by Friday. Download the patch at: ministry-security-patch.com and run as administrator. Reference: NITDA/SEC/2025/018.',Download and install the patch immediately — security patches are mandatory,Contact your ministry's official IT helpdesk to verify the patch and receive it through official channels,Only install if your antivirus does not flag it,Contact your ministry's official IT helpdesk to verify the patch and receive it through official channels,"Ministry IT patches are distributed through official software deployment systems (WSUS, SCCM) or IT helpdesk — never from external commercial domains. 'ministry-security-patch.com' is not a government domain.",Security patch phishing is particularly effective because IT compliance is a real institutional requirement. Running a malicious executable as administrator gives it complete system control.,False IT Compliance + Administrative Privilege Escalation
1177,Government & Identity,Sentinel,Government Employee,Smishing,3,SMS: 'OAGF PAYROLL: Your October salary has been credited but requires BVN confirmation within 4 hours to avoid reversal back to the payroll pool. Confirm at: oagf-salary-confirm.com.',Confirm immediately before your salary is reversed,Log into your IPPIS self-service portal directly to check your salary credit status,Call your Accounts department to verify,Log into your IPPIS self-service portal directly to check your salary credit status,Salary credits on IPPIS are permanent once processed — there is no 'confirmation window' or reversal mechanism based on BVN confirmation via SMS. Your IPPIS portal shows your real payroll status.,Salary confirmation smishing exploits the financial anxiety of civil servants. The 'reversal' threat is fabricated — the IPPIS payroll system has no such mechanism. Your IPPIS portal is the only authoritative payroll record.,Financial Anxiety + False Payroll Mechanism
1178,Government & Identity,Defender,Government Employee,Vishing,2,"Call to your desk: 'Good morning, I'm from the SERVICOM team conducting a quarterly service delivery audit. I need to walk through your computer to see how quickly it responds to service requests. Can you share your screen with me using this link: screen-share-audit.com?'",Share your screen — SERVICOM audits are a government-mandated process,Tell the caller you'll escalate to your director first before sharing any screen with an external party,Share your screen but close sensitive documents first,Tell the caller you'll escalate to your director first before sharing any screen with an external party,"Screen sharing tools from external domains give the remote party full visibility of your screen including any government documents, passwords, and applications you open. SERVICOM does not conduct remote screen-share audits.",Screen-share attacks give real-time access to your entire computer. Closing 'sensitive documents' doesn't prevent the attacker from seeing what you type (passwords) or what else is on your screen. Escalation through your director is the correct procedure for any audit request.,False Audit Authority + Remote Access
1179,Government & Identity,Defender,Government Employee,Baiting,2,You find a printed memo on the ministry notice board: 'Staff are reminded to update their IPPIS records using the new portal. Scan the QR code below or visit: ippis-new-portal.com. Update deadline: Friday.',Scan the QR code and update your IPPIS records before the deadline,Report the memo to your IT department and check for any official IPPIS update notices through official channels only,Visit the URL from your personal phone instead of your work computer,Report the memo to your IT department and check for any official IPPIS update notices through official channels only,Physical memo baiting places fraudulent notices in trusted physical spaces. IPPIS update notifications come through official ministry communications — not printed memos with QR codes. 'ippis-new-portal.com' is not an official government domain.,Physical social engineering in government offices is documented. A printed notice with official-looking formatting exploits Environmental Trust. Scanning the QR code leads to a credential-harvesting page for IPPIS credentials.,Environmental Trust + Physical Social Engineering
1180,Government & Identity,Sentinel,Government Employee,Pretexting,3,A retired senior colleague calls: 'You know me — I worked in this ministry for 20 years. I'm trying to get my pension gratuity processed but there's a technical hold. The PFA says they need a letter from a current staff confirming my years of service. Can you just email me a copy of your staff email header on official letterhead? I just need the signature block.',Email the signature block — helping a former colleague is a good deed,Explain that official letters must go through your HR department and cannot be created informally,Send a personal email confirming the service without official letterhead,Explain that official letters must go through your HR department and cannot be created informally,Official correspondence can only be generated through HR. An unofficial letter or signature block can be used to forge official documents.,Colleague Pretexting exploits Reciprocity and Long-term Trust. An email signature block with official headers can be doctored to create fraudulent ministry letters for pension fraud or other financial crimes.,Reciprocity + Document Forgery Risk + Long-term Trust
1181,Cryptocurrency & Investment,Defender,General Public,Phishing,2,"Email: 'Luno Nigeria: We have detected unusual withdrawal activity on your Luno account. For your security, your account has been temporarily restricted. Verify your identity at luno-ng-verify.com to restore full access within 24 hours.'",Verify immediately to restore access to your crypto,Go directly to luno.com in your browser and log into your account to check for any restrictions,Reply to the email with your verification details,Go directly to luno.com in your browser and log into your account to check for any restrictions,Luno's domain is luno.com. 'luno-ng-verify.com' is a fraudulent domain. Crypto exchange phishing is extremely dangerous because transfers are irreversible.,Crypto account phishing mimics legitimate exchange security alerts. Credential theft from an exchange account enables immediate and irreversible crypto transfer. Always type the exchange URL directly.,Fear of Asset Loss + Irreversibility
1182,Cryptocurrency & Investment,Defender,IT Professional,Pretexting,2,A recruiter on LinkedIn offers you a 'Senior Blockchain Developer' role. The 'technical assessment' is a GitHub repo containing a smart contract to review and deploy on testnet. The contract contains a function that requests wallet approval permissions during deployment.,Complete the technical assessment — it's a legitimate skills test,Review the contract code carefully offline first and never grant wallet approvals to unknown contracts,Deploy on testnet only — test networks have no real value,Review the contract code carefully offline first and never grant wallet approvals to unknown contracts,Smart contract deployments requesting wallet approval permissions can drain your connected wallet. Even testnets can be used to test attack mechanisms before targeting mainnet.,Developer job scams target blockchain professionals specifically. Malicious smart contracts requesting wallet approvals drain the wallet used to deploy. Contract review before any deployment or approval is fundamental security hygiene.,Career Aspiration + Technical Trust
1183,Cryptocurrency & Investment,Defender,Student,Smishing,2,"WhatsApp: 'Join our verified crypto signal group where our AI trading bot has made members an average 40% monthly return for 6 months. Minimum investment ₦20,000. All payments to this USDT address. 50 slots only.'","Invest ₦20,000 — 40% monthly from an AI bot sounds credible",Decline — 40% monthly (480% annual) is statistically impossible from legitimate trading signals,"Invest a smaller test amount of ₦5,000",Decline — 40% monthly (480% annual) is statistically impossible from legitimate trading signals,AI trading bots do not reliably produce guaranteed monthly returns. 40% monthly compounded would mean 100x growth per year — no legitimate investment produces this.,Crypto signal group scams use AI credibility (modern Ponzi framing) and Social Proof (claimed 6-month track record). 'Limited slots' creates Scarcity. USDT addresses are untraceable once sent.,Greed + False Technical Credibility + Scarcity
1184,Cryptocurrency & Investment,Sentinel,General Public,Vishing,3,"Call: 'Hi, I'm a customer success manager from Binance Nigeria. Our records show you have accumulated 0.08 BTC in trading rewards that have not been claimed. To release them, I need to verify your account — can you confirm your email address and the 2FA code currently showing on your Authenticator app?'",Provide the 2FA code quickly — unclaimed rewards expire,Hang up — Binance staff never ask for your 2FA code over the phone,"Confirm your email only, not the 2FA code",Hang up — Binance staff never ask for your 2FA code over the phone,2FA codes are one-time credentials that authorise the specific login attempt currently in progress. A caller asking for your current 2FA code is conducting a real-time relay attack against your Binance account.,"This is a real-time relay attack — the attacker is simultaneously logging into your Binance account while asking you for the 2FA code. As soon as you read the code, they enter it. Binance never requires 2FA codes in outbound calls.",Real-Time 2FA Relay + Urgency
1185,Cryptocurrency & Investment,Sentinel,IT Professional,Phishing,3,Email: 'CoinGecko API Developer Notice: Your API key has exceeded rate limits and will be suspended unless you upgrade to a paid tier. Log into your developer dashboard at coingecko-dev-portal.com to add billing information and restore API access.',Log in and upgrade immediately — API access is needed for your project,Go directly to coingecko.com and log into your developer account from the official site,Reply to the email asking for an extension,Go directly to coingecko.com and log into your developer account from the official site,CoinGecko's domain is coingecko.com. 'coingecko-dev-portal.com' is a fraudulent domain targeting developers. Developer account credentials often provide access to production applications.,Developer-targeted crypto API phishing steals credentials that may control production financial applications. Developer accounts with billing access provide both credential theft and potential financial fraud vectors.,Technical Urgency + Developer Credential Value
1186,Healthcare & Medical,Novice,Student,Phishing,1,"Your NHIS claims portal shows a pending reimbursement of ₦250,000. To receive payment, verify your account at nhis-reimbursement.com within 48 hours.",Claim the reimbursement via the link,Check nhis.gov.ng directly for any pending claims,Reply asking for payment details,Check nhis.gov.ng directly for any pending claims,"NHIS reimbursements are processed through the official NHIS portal (nhis.gov.ng), not third-party websites.",Healthcare reimbursement phishing targets workers expecting legitimate claims. NHIS.gov.ng is the only authorised portal for healthcare claims.,Fear of Missing Reimbursement
1187,Healthcare & Medical,Novice,Student,Phishing,1,"Email: 'WOFAN Medical Grant: You have been shortlisted for a healthcare professional development grant of ₦75,000. Complete registration at wofan-medgrant.com to claim your award.'",Register immediately to claim the grant,Verify the grant through WOFAN's official website or contact their office directly,Forward to colleagues who also need grants,Verify the grant through WOFAN's official website or contact their office directly,Legitimate grants are announced through official organisational channels and verified portals — not unsolicited emails to unknown recipients.,Grant phishing exploits Healthcare Professionals' need for professional development funding. Unsolicited grant offers always require independent verification.,Greed + False Legitimacy
1188,Healthcare & Medical,Novice,Student,Vishing,1,"Call: 'I'm from the Pharmacy Council of Nigeria. Your pharmacist registration shows an outstanding annual renewal fee of ₦18,000. If unpaid before our batch deadline today, your registration is automatically suspended. Pay to account number 0344345777 now.'",Pay immediately to avoid suspension,Hang up and call PCN directly on the number from pcnng.org,Ask for a payment receipt before transferring,Hang up and call PCN directly on the number from pcnng.org,PCN renewal fees are paid through official PCN portals and licensed banks — not over the phone to personal accounts.,Pharmacist registration fraud targets a professional's fear of losing their licence. PCN has a documented renewal process on pcnng.org. Account numbers provided over the phone should never be trusted.,Professional Licence Fear
1189,Healthcare & Medical,Novice,Student,Vishing,1,"Call: 'This is the Joint Medical Staff Union rep. We are collecting members' biodata for the new healthcare salary scale update. I need your NIN, salary grade level, and bank account for the new payment template.'",Provide the details to ensure you receive the correct salary,Verify with your hospital's HR or union chapter before providing any personal data,Give only your grade level but not your NIN or bank details,Verify with your hospital's HR or union chapter before providing any personal data,Union data collection goes through official chapter meetings or secure online forms — not unsolicited phone calls requesting bank account details.,Union impersonation Vishing combines Professional Trust with financial data collection. Bank account + NIN + grade level enables fraudulent salary diversion and identity theft.,Union Trust + Financial Data
1190,Healthcare & Medical,Novice,Student,Smishing,1,SMS: 'LASG Ministry of Health: All healthcare workers must complete the 2025 mandatory training at lagoshealthtraining.com within 7 days to maintain your practising status.',Complete the training immediately,Check the Lagos State Ministry of Health official website (health.lagosstate.gov.ng) for any mandatory training notices,Complete the training but use a secondary email,Check the Lagos State Ministry of Health official website (health.lagosstate.gov.ng) for any mandatory training notices,"Government mandatory training is communicated through official ministry websites, memos, and official email — not unsolicited SMS links.",Mandatory training compliance smishing exploits healthcare workers' professional obligation. Credential collection disguised as training registration is a common attack vector.,Professional Compliance + Credential Harvest
1191,Healthcare & Medical,Novice,Student,Smishing,1,"SMS: 'MDCN: Your CME (Continuing Medical Education) points are insufficient for licence renewal. Purchase additional CME credits at mdcn-cme-portal.com for ₦12,000 before Thursday.'",Purchase credits immediately to protect your licence,Check the MDCN official portal at mdcn.gov.ng for your actual CME credit status,Purchase a smaller number of credits first,Check the MDCN official portal at mdcn.gov.ng for your actual CME credit status,MDCN CME credits are tracked on mdcn.gov.ng — your actual status is visible there. 'mdcn-cme-portal.com' is not an official MDCN domain.,CME credit smishing targets doctors near renewal periods. Your real CME status on mdcn.gov.ng is always the authoritative source — not an SMS message.,Licence Renewal Fear
1192,Healthcare & Medical,Novice,Student,Pretexting,1,"A person in scrubs approaches at your hospital's staff entrance: 'Hi, I'm locum from Medicaid HMO. My e-tag isn't working and the IT desk is on break. Can I tailgate in with you? I have patients to see.'",Let them in — they're clearly a healthcare professional,Politely decline and direct them to wait at reception for proper access authorisation,Let them in but walk with them to verify at the ward,Politely decline and direct them to wait at reception for proper access authorisation,Tailgating is a physical security attack regardless of how plausible the person appears. HMO locums have scheduled credentials — IT issues are resolved through the proper security desk.,"Physical tailgating in hospitals creates patient safety risks beyond data security. Unauthorised individuals in clinical areas have access to medications, patient records, and life-critical equipment.",Compassion + Tailgating
1193,Healthcare & Medical,Novice,Student,Pretexting,1,"A 'medical equipment technician' arrives: 'I'm here for the annual calibration of your ward's patient monitoring equipment. My work order was sent to your biomedical department but they forgot to inform the ward. I just need a few minutes with the machines — you don't need to call anyone, it's routine.'",Allow the calibration — equipment maintenance is important for patient safety,Ask him to wait while you call your biomedical engineering department to confirm the work order,Supervise him closely during the calibration,Ask him to wait while you call your biomedical engineering department to confirm the work order,All medical equipment servicing requires a documented work order verified by your biomedical department. The 'don't bother calling' instruction is a social engineering red flag.,Medical device tampering is a documented attack vector. An attacker with brief unsupervised access to patient monitoring equipment could disable alarms or modify device firmware — a patient safety threat.,False Routine + Patient Safety Risk
1194,Healthcare & Medical,Novice,Student,Baiting,1,"A printed poster in the hospital staff room: 'BONUS: Staff who complete this quick patient satisfaction survey get a ₦5,000 airtime reward. Scan the QR code to participate — for hospital staff only.'","Scan the QR code — ₦5,000 airtime is worth 5 minutes",Report the poster to IT security without scanning the QR code,Scan from your personal phone instead of a hospital device,Report the poster to IT security without scanning the QR code,Physical posters with QR codes in staff areas are a targeted baiting technique. The QR leads to a phishing page collecting hospital credentials or installing malware.,Staff room baiting targets a captive audience with a relevant reward. Hospital staff credentials provide access to patient records systems. QR code phishing bypasses email security controls entirely.,Greed + Physical Environment Trust
1195,Healthcare & Medical,Novice,Student,Baiting,1,You find a USB drive near the nurses' station labelled: 'DRUG INTERACTION REFERENCE DATABASE — Pharmacy Dept 2025'.,Plug it in — a drug interaction database is a useful clinical resource,Report it to the IT security desk without plugging it in,Open it on your personal tablet where it can't affect hospital systems,Report it to the IT security desk without plugging it in,Drug interaction databases are distributed through official pharmacy department channels and licensed clinical software — not USB drives found on ward surfaces.,Clinical resource baiting targets healthcare workers' Duty of Care by offering an apparently useful tool. Hospital networks are high-value ransomware targets precisely because operational continuity directly affects patient safety.,Duty of Care + Clinical Resource Trust
1196,Healthcare & Medical,Defender,Student,Phishing,2,"Your NHIS claims portal shows a pending reimbursement of ₦40,000. To receive payment, verify your account at nhis-reimbursement.com within 48 hours.",Claim the reimbursement via the link,Check nhis.gov.ng directly for any pending claims,Reply asking for payment details,Check nhis.gov.ng directly for any pending claims,"NHIS reimbursements are processed through the official NHIS portal (nhis.gov.ng), not third-party websites.",Healthcare reimbursement phishing targets workers expecting legitimate claims. NHIS.gov.ng is the only authorised portal for healthcare claims.,Fear of Missing Reimbursement
1197,Healthcare & Medical,Defender,Student,Phishing,2,"Email: 'WOFAN Medical Grant: You have been shortlisted for a healthcare professional development grant of ₦250,000. Complete registration at wofan-medgrant.com to claim your award.'",Register immediately to claim the grant,Verify the grant through WOFAN's official website or contact their office directly,Forward to colleagues who also need grants,Verify the grant through WOFAN's official website or contact their office directly,Legitimate grants are announced through official organisational channels and verified portals — not unsolicited emails to unknown recipients.,Grant phishing exploits Healthcare Professionals' need for professional development funding. Unsolicited grant offers always require independent verification.,Greed + False Legitimacy
1198,Healthcare & Medical,Defender,Student,Vishing,2,"Call: 'I'm from the Pharmacy Council of Nigeria. Your pharmacist registration shows an outstanding annual renewal fee of ₦18,000. If unpaid before our batch deadline today, your registration is automatically suspended. Pay to account number 0772037885 now.'",Pay immediately to avoid suspension,Hang up and call PCN directly on the number from pcnng.org,Ask for a payment receipt before transferring,Hang up and call PCN directly on the number from pcnng.org,PCN renewal fees are paid through official PCN portals and licensed banks — not over the phone to personal accounts.,Pharmacist registration fraud targets a professional's fear of losing their licence. PCN has a documented renewal process on pcnng.org. Account numbers provided over the phone should never be trusted.,Professional Licence Fear
1199,Healthcare & Medical,Defender,Student,Vishing,2,"Call: 'This is the Joint Medical Staff Union rep. We are collecting members' biodata for the new healthcare salary scale update. I need your NIN, salary grade level, and bank account for the new payment template.'",Provide the details to ensure you receive the correct salary,Verify with your hospital's HR or union chapter before providing any personal data,Give only your grade level but not your NIN or bank details,Verify with your hospital's HR or union chapter before providing any personal data,Union data collection goes through official chapter meetings or secure online forms — not unsolicited phone calls requesting bank account details.,Union impersonation Vishing combines Professional Trust with financial data collection. Bank account + NIN + grade level enables fraudulent salary diversion and identity theft.,Union Trust + Financial Data
1200,Healthcare & Medical,Defender,Student,Smishing,2,SMS: 'LASG Ministry of Health: All healthcare workers must complete the 2025 mandatory training at lagoshealthtraining.com within 7 days to maintain your practising status.',Complete the training immediately,Check the Lagos State Ministry of Health official website (health.lagosstate.gov.ng) for any mandatory training notices,Complete the training but use a secondary email,Check the Lagos State Ministry of Health official website (health.lagosstate.gov.ng) for any mandatory training notices,"Government mandatory training is communicated through official ministry websites, memos, and official email — not unsolicited SMS links.",Mandatory training compliance smishing exploits healthcare workers' professional obligation. Credential collection disguised as training registration is a common attack vector.,Professional Compliance + Credential Harvest
1201,Healthcare & Medical,Defender,Student,Smishing,2,"SMS: 'MDCN: Your CME (Continuing Medical Education) points are insufficient for licence renewal. Purchase additional CME credits at mdcn-cme-portal.com for ₦12,000 before Thursday.'",Purchase credits immediately to protect your licence,Check the MDCN official portal at mdcn.gov.ng for your actual CME credit status,Purchase a smaller number of credits first,Check the MDCN official portal at mdcn.gov.ng for your actual CME credit status,MDCN CME credits are tracked on mdcn.gov.ng — your actual status is visible there. 'mdcn-cme-portal.com' is not an official MDCN domain.,CME credit smishing targets doctors near renewal periods. Your real CME status on mdcn.gov.ng is always the authoritative source — not an SMS message.,Licence Renewal Fear
